ticker,start,end,index_name
KSS,2020-09-21,2023-10-03,SP400
LAD,2020-09-01,2024-12-31,SP400
LAMR,2014-09-30,2024-12-31,SP400
LANC,2014-09-30,2024-12-31,SP400
LEA,2019-12-13,2024-12-31,SP400
LECO,2014-09-30,2024-12-31,SP400
LEG,2021-12-20,2024-06-24,SP400
LFUS,2016-11-28,2024-12-31,SP400
LGND,2014-09-30,2021-09-07,SP400
LHCG,2020-04-13,2023-02-23,SP400
LII,2014-09-30,2024-12-23,SP400
LITE,2018-04-04,2024-12-31,SP400
LIVN,2014-09-30,2024-12-31,SP400
LKQ,2014-09-30,2016-05-23,SP400
LM,2014-09-30,2020-08-03,SP400
LNCE,2016-02-25,2018-03-26,SP400
LNT,2014-09-30,2016-06-30,SP400
LNTH,2022-10-12,2024-12-31,SP400
LNW,2014-09-30,2024-12-31,SP400
LOGM,2017-02-02,2020-09-01,SP400
LOPE,2019-12-13,2024-12-31,SP400
LPNT,2014-09-30,2018-11-06,SP400
LPT,2014-09-30,2020-01-29,SP400
LPX,2014-09-30,2024-12-31,SP400
LSCC,2021-04-20,2024-12-31,SP400
LSI,2014-09-30,2023-07-24,SP400
LSTR,2014-09-30,2024-12-31,SP400
LTM,2014-09-30,2015-06-10,SP400
LW,2016-11-10,2024-12-31,SP400
LXK,2014-09-30,2016-11-28,SP400
LYV,2014-09-30,2019-12-13,SP400
M,2021-12-20,2024-12-31,SP400
MAC,2019-12-13,2023-06-19,SP400
MAN,2014-09-30,2024-12-31,SP400
MANH,2015-06-10,2024-12-31,SP400
MASI,2017-03-20,2024-12-31,SP400
MAT,2019-06-07,2024-12-31,SP400
MBFI,2016-07-29,2019-03-22,SP400
MCY,2014-09-30,2022-09-19,SP400
MD,2014-09-30,2020-11-13,SP400
MDP,2014-09-30,2020-04-27,SP400
MDR,2018-05-10,2019-09-23,SP400
MDRX,2014-09-30,2020-06-22,SP400
MDSO,2017-06-26,2019-10-24,SP400
MDU,2014-09-30,2024-10-11,SP400
MEDP,2020-09-21,2024-12-31,SP400
MENT,2014-09-30,2017-04-03,SP400
MIDD,2020-06-22,2024-12-31,SP400
MIK,2017-03-29,2019-09-23,SP400
MIME,2021-08-30,2022-05-19,SP400
MKSI,2017-11-22,2024-12-31,SP400
MKTX,2015-11-02,2019-07-01,SP400
MLI,2024-11-26,2024-12-31,SP400
MLKN,2014-09-30,2022-10-18,SP400
MMS,2014-09-30,2024-12-31,SP400
MNK,2017-07-26,2019-09-23,SP400
MODG,2014-09-30,2023-12-18,SP400
MOH,2014-09-30,2022-03-02,SP400
MORN,2023-09-18,2024-12-31,SP400
MP,2022-07-27,2024-09-23,SP400
MPW,2016-05-23,2024-03-18,SP400
MPWR,2016-09-02,2021-02-12,SP400
MRCY,2019-10-08,2023-08-21,SP400
MSA,2014-09-30,2024-12-31,SP400
MSCC,2016-01-19,2018-05-31,SP400
MSCI,2014-09-30,2018-04-04,SP400
MSM,2014-09-30,2024-12-31,SP400
MTD,2014-09-30,2016-09-02,SP400
MTDR,2017-06-02,2020-06-22,SP400
MTDR,2022-04-04,2024-12-31,SP400
MTG,2020-11-13,2024-12-31,SP400
MTN,2023-09-18,2024-12-31,SP400
MTSI,2022-08-17,2024-12-31,SP400
MTX,2014-09-30,2022-09-19,SP400
MTZ,2018-11-12,2024-12-31,SP400
MUR,2017-07-26,2024-12-31,SP400
MUSA,2014-09-30,2024-12-31,SP400
NAN,2018-11-14,2020-12-01,SP400
NAN,2020-12-02,2021-08-02,SP400
NAN,2021-08-03,2022-04-05,SP400
NAN,2022-04-06,2022-11-01,SP400
NAN,2022-11-02,2023-04-04,SP400
NAN,2023-04-05,2023-10-02,SP400
NAN,2023-10-03,2024-12-31,SP400
NARI,2022-05-03,2024-04-01,SP400
NATI,2014-09-30,2023-10-12,SP400
NAVI,2018-06-05,2023-06-19,SP400
NBIX,2021-03-30,2024-12-31,SP400
NBR,2014-09-30,2018-12-10,SP400
NDSN,2014-09-30,2022-02-15,SP400
NE,2014-09-30,2017-05-16,SP400
NEOG,2020-10-07,2025-03-24,SP400
NEU,2014-09-30,2024-12-31,SP400
NFG,2014-09-30,2024-12-31,SP400
NGVT,2014-09-30,2023-06-19,SP400
NJR,2016-03-08,2024-12-31,SP400
NKTR,2019-10-03,2021-12-20,SP400
NLY,2022-09-19,2024-12-31,SP400
NNN,2014-09-30,2024-12-31,SP400
NOV,2021-09-20,2024-12-31,SP400
NOVT,2022-07-26,2024-12-31,SP400
NSA,2021-05-14,2024-12-31,SP400
NSP,2018-11-06,2024-12-31,SP400
NSR,2014-09-30,2017-08-10,SP400
NTCT,2014-09-30,2021-11-05,SP400
NUS,2017-03-02,2022-12-01,SP400
NUVA,2014-09-30,2022-12-19,SP400
NVR,2014-09-30,2019-09-26,SP400
NVST,2021-04-12,2024-12-31,SP400
NVT,2018-05-02,2024-12-31,SP400
NWE,2014-09-30,2024-12-31,SP400
NXST,2022-12-01,2024-12-31,SP400
NXT,2024-06-24,2024-12-31,SP400
NYT,2014-09-30,2024-12-31,SP400
OA,2014-09-30,2018-06-11,SP400
OAS,2018-05-01,2019-12-13,SP400
OC,2019-09-23,2024-12-31,SP400
ODFL,2014-09-30,2019-12-02,SP400
OGE,2014-09-30,2024-12-31,SP400
OGS,2014-09-30,2024-12-31,SP400
OHI,2014-09-30,2024-12-31,SP400
OI,2014-09-30,2021-03-30,SP400
OII,2014-09-30,2019-10-30,SP400
OIS,2014-09-30,2017-10-02,SP400
OKTA,2025-05-01,2024-12-31,SP400
OLED,2018-12-10,2024-12-31,SP400
OLLI,2018-06-11,2024-12-31,SP400
OLN,2014-09-30,2024-12-31,SP400
OMCL,2022-07-05,2023-09-18,SP400
OMI,2014-09-30,2018-03-19,SP400
ONB,2022-02-18,2024-12-31,SP400
ONTO,2023-10-18,2024-12-31,SP400
OPCH,2021-08-30,2024-12-31,SP400
ORA,2022-07-07,2024-12-31,SP400
ORI,2014-09-30,2024-12-31,SP400
OSK,2014-09-30,2024-12-31,SP400
OVV,2023-06-19,2024-12-31,SP400
OZK,2014-09-30,2024-12-31,SP400
OZRK,2015-05-29,2024-12-31,SP400
PACW,2014-09-30,2023-04-05,SP400
PAG,2023-08-04,2024-12-31,SP400
PAY,2014-09-30,2018-08-20,SP400
PB,2014-09-30,2024-12-31,SP400
PBF,2017-04-28,2020-09-21,SP400
PBF,2022-12-01,2024-12-31,SP400
PBH,2016-04-14,2021-01-29,SP400
PBI,2017-03-01,2019-04-03,SP400
PCH,2014-09-30,2024-12-31,SP400
PCTY,2020-04-27,2024-12-31,SP400
PDCE,2022-02-15,2023-08-08,SP400
PDCO,2018-03-19,2024-01-05,SP400
PEB,2014-09-30,2023-03-20,SP400
PEGA,2025-05-22,2024-12-31,SP400
PEN,2019-09-23,2024-12-31,SP400
PENN,2018-10-10,2021-03-22,SP400
PENN,2022-09-19,2024-06-24,SP400
PFGC,2021-09-03,2024-12-31,SP400
PGNY,2021-04-20,2024-09-23,SP400
PII,2014-09-30,2024-12-31,SP400
PK,2019-09-18,2024-12-31,SP400
PKG,2014-09-30,2017-07-26,SP400
PLCM,2014-09-30,2016-09-30,SP400
PLNT,2023-06-19,2024-12-31,SP400
PLT,2014-09-30,2019-12-10,SP400
PNFP,2017-06-19,2024-12-31,SP400
PNRA,2014-09-30,2017-07-12,SP400
POOL,2016-01-27,2020-10-07,SP400
POR,2022-06-29,2024-12-31,SP400
POST,2014-09-30,2024-12-31,SP400
POWI,2021-12-20,2024-12-31,SP400
PPC,2019-09-23,2024-12-31,SP400
PR,2023-09-18,2024-12-31,SP400
PRAH,2018-05-31,2021-07-02,SP400
PRG,2014-09-30,2022-04-06,SP400
PRGO,2021-09-20,2024-12-31,SP400
PRI,2014-09-30,2024-12-31,SP400
PRSP,2014-09-30,2021-05-07,SP400
PRXL,2014-09-30,2017-10-02,SP400
PSB,2014-09-30,2022-07-20,SP400
PSN,2024-09-23,2024-12-31,SP400
PSTG,2024-01-05,2024-12-31,SP400
PTC,2014-09-30,2021-04-20,SP400
PTEN,2014-09-30,2020-05-26,SP400
PVH,2022-09-19,2024-12-31,SP400
PVTB,2016-03-01,2017-06-26,SP400
PZZA,2014-09-30,2023-09-18,SP400
QCP,2016-11-01,2018-08-01,SP400
QDEL,2020-06-22,2024-07-26,SP400
QEP,2014-09-30,2019-09-23,SP400
QLYS,2020-06-22,2024-12-31,SP400
QRVO,2014-09-30,2015-06-11,SP400
R,2017-06-19,2024-12-31,SP400
RAMP,2014-09-30,2022-06-21,SP400
RAX,2014-09-30,2016-11-03,SP400
RBA,2024-06-24,2024-12-31,SP400
RBC,2023-09-18,2024-12-31,SP400
RCII,2014-09-30,2016-02-09,SP400
RCM,2021-05-07,2024-11-20,SP400
RE,2014-09-30,2017-06-19,SP400
REG,2014-09-30,2017-03-02,SP400
REXR,2020-08-03,2024-12-31,SP400
REZI,2014-09-30,2020-06-22,SP400
RGA,2014-09-30,2024-12-31,SP400
RGEN,2019-09-23,2024-12-31,SP400
RGLD,2014-09-30,2024-12-31,SP400
RH,2016-04-06,2017-02-03,SP400
RH,2019-12-26,2024-12-31,SP400
RIG,2017-07-26,2020-09-21,SP400
RJF,2014-09-30,2017-03-20,SP400
RLGY,2018-09-20,2019-06-04,SP400
RLI,2019-11-27,2024-12-31,SP400
RMBS,2023-12-18,2024-12-31,SP400
RMD,2014-09-30,2017-07-26,SP400
RNR,2014-09-30,2024-12-31,SP400
ROIV,2024-04-01,2024-12-31,SP400
ROVI,2014-09-30,2015-11-18,SP400
RPM,2014-09-30,2024-12-31,SP400
RRC,2018-06-18,2019-09-23,SP400
RRC,2022-03-02,2024-12-31,SP400
RRD,2014-09-30,2016-09-27,SP400
RRX,2014-09-30,2024-12-31,SP400
RS,2014-09-30,2024-12-31,SP400
RUN,2020-08-03,2024-04-01,SP400
RVBD,2014-09-30,2015-04-27,SP400
RXO,2022-11-01,2023-01-05,SP400
RYAN,2024-06-28,2024-12-31,SP400
RYN,2014-09-30,2024-12-31,SP400
SABR,2017-04-19,2022-12-01,SP400
SAFM,2017-09-26,2022-07-27,SP400
SAIA,2021-08-30,2024-12-31,SP400
SAIC,2014-09-30,2024-12-31,SP400
SAIL,2020-10-05,2022-08-17,SP400
SAM,2014-09-30,2024-12-31,SP400
SATS,2025-03-24,2024-12-31,SP400
SBH,2016-09-27,2020-10-05,SP400
SBNY,2014-09-30,2021-12-20,SP400
SBRA,2017-08-17,2024-12-31,SP400
SCI,2014-09-30,2024-12-31,SP400
SCOR,2016-02-01,2017-02-13,SP400
SEDG,2019-10-18,2021-12-20,SP400
SEIC,2014-09-30,2024-12-31,SP400
SF,2014-09-30,2024-12-31,SP400
SFG,2014-09-30,2016-03-08,SP400
SFM,2016-02-09,2024-12-31,SP400
SGI,2014-09-30,2024-12-31,SP400
SGMS,2018-01-03,2024-12-31,SP400
SHC,2022-06-21,2024-12-31,SP400
SIG,2018-03-19,2019-09-23,SP400
SIGI,2019-09-23,2024-12-31,SP400
SIRO,2014-09-30,2016-03-01,SP400
SITM,2021-11-30,2023-06-19,SP400
SIVB,2014-09-30,2018-03-19,SP400
SIX,2017-10-02,2022-07-26,SP400
SKT,2014-09-30,2020-01-21,SP400
SKX,2014-09-30,2024-12-31,SP400
SLAB,2014-09-30,2024-12-31,SP400
SLG,2021-03-22,2023-03-20,SP400
SLGN,2014-09-30,2024-12-31,SP400
SLH,2014-09-30,2016-03-04,SP400
SLM,2014-09-30,2024-12-31,SP400
SLXP,2014-09-30,2015-04-07,SP400
SM,2014-09-30,2019-07-09,SP400
SMCI,2022-12-22,2024-03-18,SP400
SMG,2014-09-30,2024-12-31,SP400
SMTC,2014-09-30,2022-12-19,SP400
SNPS,2014-09-30,2017-03-16,SP400
SNV,2014-09-30,2024-12-31,SP400
SNX,2015-12-29,2024-12-31,SP400
SON,2014-09-30,2024-12-31,SP400
SPN,2014-09-30,2018-11-14,SP400
SPWR,2021-10-05,2023-06-19,SP400
SR,2014-09-30,2024-12-31,SP400
SRC,2019-07-09,2024-01-23,SP400
SRCL,2014-09-30,2024-11-06,SP400
SRPT,2024-06-03,2024-12-31,SP400
SSB,2023-03-20,2024-12-31,SP400
SSD,2020-10-07,2024-12-31,SP400
ST,2023-09-18,2024-12-31,SP400
STAA,2021-01-29,2023-08-22,SP400
STAG,2023-05-04,2024-12-31,SP400
STE,2014-09-30,2019-12-13,SP400
STL,2017-10-02,2022-02-01,SP400
STLD,2014-09-30,2022-12-22,SP400
STOR,2020-05-06,2023-02-06,SP400
STR,2014-09-30,2016-09-16,SP400
STRA,2020-06-22,2021-08-03,SP400
STWD,2023-03-20,2024-12-31,SP400
SUNE,2014-09-30,2016-04-04,SP400
SVC,2014-09-30,2021-06-04,SP400
SVU,2014-09-30,2016-09-01,SP400
SWAV,2022-06-21,2024-06-03,SP400
SWI,2014-09-30,2016-02-09,SP400
SWN,2017-04-04,2019-12-13,SP400
SWN,2022-07-06,2024-10-01,SP400
SWX,2016-06-30,2024-12-31,SP400
SXT,2014-09-30,2023-09-18,SP400
SYNA,2014-09-30,2024-12-31,SP400
SYNH,2014-09-30,2023-09-29,SP400
TCBI,2017-03-29,2024-12-31,SP400
TCF,2014-09-30,2021-06-09,SP400
TCO,2014-09-30,2020-12-29,SP400
TDC,2017-06-19,2025-03-24,SP400
TDS,2014-09-30,2021-12-20,SP400
TDY,2014-09-30,2020-06-22,SP400
TECD,2014-09-30,2020-06-30,SP400
TECH,2014-09-30,2021-08-30,SP400
TER,2014-09-30,2020-09-21,SP400
TEX,2014-09-30,2024-12-31,SP400
TFX,2014-09-30,2019-01-18,SP400
TGI,2014-09-30,2017-02-02,SP400
TGNA,2017-06-02,2024-09-23,SP400
THC,2016-04-18,2024-12-31,SP400
THG,2014-09-30,2024-12-31,SP400
THO,2014-09-30,2024-12-31,SP400
THS,2014-09-30,2021-09-03,SP400
TIME,2014-09-30,2017-06-02,SP400
TKO,2014-09-30,2025-03-24,SP400
TKR,2014-09-30,2024-12-31,SP400
TLN,2015-06-01,2024-12-31,SP400
TMHC,2020-01-31,2024-12-31,SP400
TMST,2014-09-30,2015-07-30,SP400
TNDM,2021-09-20,2023-03-20,SP400
TNL,2014-09-30,2024-12-31,SP400
TOL,2014-09-30,2024-12-31,SP400
TPH,2014-09-30,2022-05-03,SP400
TPL,2024-06-24,2024-11-26,SP400
TR,2014-09-30,2021-12-20,SP400
TREE,2018-03-08,2021-10-22,SP400
TREX,2019-04-01,2024-12-31,SP400
TRGP,2021-06-09,2022-10-12,SP400
TRIP,2019-12-13,2023-09-18,SP400
TRMB,2014-09-30,2021-01-21,SP400
TRMK,2014-09-30,2021-08-30,SP400
TRN,2014-09-30,2022-06-21,SP400
TTC,2014-09-30,2024-12-31,SP400
TTEK,2019-08-01,2024-12-31,SP400
TTWO,2017-03-20,2018-03-19,SP400
TUP,2014-09-30,2019-09-23,SP400
TW,2014-09-30,2016-01-05,SP400
TXNM,2014-09-30,2024-12-31,SP400
TXRH,2016-05-12,2024-12-31,SP400
TYL,2014-09-30,2020-06-22,SP400
UA,2022-06-21,2024-12-31,SP400
UAA,2022-06-21,2024-12-31,SP400
UBSI,2017-04-12,2024-12-31,SP400
UDR,2014-09-30,2016-03-07,SP400
UE,2014-09-30,2022-02-18,SP400
UFPI,2023-02-23,2024-12-31,SP400
UFS,2014-09-30,2021-04-20,SP400
UGI,2014-09-30,2024-12-31,SP400
ULTI,2014-09-30,2019-05-07,SP400
UMBF,2014-09-30,2024-12-31,SP400
UMPQ,2014-09-30,2023-03-01,SP400
UNFI,2014-09-30,2018-11-12,SP400
UNIT,2014-09-30,2019-12-17,SP400
UNM,2021-09-20,2024-12-31,SP400
UNT,2014-09-30,2015-07-01,SP400
UNVR,2020-06-22,2023-08-04,SP400
URBN,2017-03-20,2022-06-21,SP400
USFD,2023-03-20,2024-12-31,SP400
UTHR,2014-09-30,2024-12-31,SP400
VAC,2018-09-04,2024-12-31,SP400
VAL,2014-09-30,2017-06-02,SP400
VAL,2023-03-20,2024-12-31,SP400
VC,2018-07-11,2024-12-31,SP400
VFC,2025-03-24,2024-12-31,SP400
VICR,2021-12-20,2023-10-20,SP400
VLY,2014-09-30,2024-12-31,SP400
VMI,2014-09-30,2024-12-31,SP400
VNO,2023-01-05,2024-12-31,SP400
VNOM,2024-09-23,2024-12-31,SP400
VNT,2021-03-22,2024-12-31,SP400
VOYA,2021-12-28,2024-12-31,SP400
VSAT,2016-05-03,2023-03-20,SP400
VSCO,2021-08-04,2023-06-19,SP400
VSH,2014-09-30,2024-12-23,SP400
VSM,2016-10-03,2019-10-08,SP400
VST,2023-09-18,2024-05-03,SP400
VSTO,2014-09-30,2017-03-20,SP400
VSTS,2023-10-02,2023-12-18,SP400
VVC,2014-09-30,2019-02-06,SP400
VVV,2017-05-16,2024-12-31,SP400
VYX,2014-09-30,2024-01-02,SP400
WAFD,2014-09-30,2023-03-20,SP400
WAL,2024-09-23,2024-12-31,SP400
WBMD,2016-04-04,2017-09-18,SP400
WBS,2014-09-30,2024-12-31,SP400
WCC,2023-06-19,2024-12-31,SP400
WCG,2014-09-30,2018-09-17,SP400
WDR,2014-09-30,2017-04-28,SP400
WEN,2014-09-30,2024-12-31,SP400
WERN,2014-09-30,2024-06-24,SP400
WETF,2015-06-11,2017-03-29,SP400
WEX,2014-09-30,2024-12-31,SP400
WFRD,2023-09-18,2024-12-31,SP400
WGL,2014-09-30,2018-07-11,SP400
WH,2014-09-30,2024-12-31,SP400
WHR,2024-03-18,2024-12-31,SP400
WIN,2014-09-30,2015-06-01,SP400
WING,2020-09-21,2024-12-31,SP400
WLK,2022-10-18,2024-12-31,SP400
WLY,2014-09-30,2023-06-19,SP400
WMG,2024-06-24,2024-12-31,SP400
WMS,2023-03-20,2024-12-31,SP400
WNR,2014-09-30,2017-06-02,SP400
WOLF,2014-09-30,2024-09-23,SP400
WOOF,2014-09-30,2017-09-18,SP400
WOR,2014-09-30,2023-11-30,SP400
WPC,2023-11-30,2024-12-31,SP400
WPG,2014-09-30,2018-05-01,SP400
WPX,2014-09-30,2021-01-07,SP400
WR,2014-09-30,2018-06-05,SP400
WRB,2014-09-30,2019-11-27,SP400
WRI,2014-09-30,2021-08-04,SP400
WSM,2014-09-30,2025-03-24,SP400
WSO,2014-09-30,2024-12-31,SP400
WST,2014-09-30,2020-05-18,SP400
WTFC,2017-04-03,2024-12-31,SP400
WTRG,2014-09-30,2024-12-31,SP400
WTS,2022-02-01,2024-12-31,SP400
WTW,2018-09-18,2024-12-31,SP400
WU,2021-12-20,2024-12-31,SP400
WW,2014-09-30,2021-09-20,SP400
WWAV,2014-09-30,2017-04-12,SP400
WWD,2014-09-30,2024-12-31,SP400
WWE,2018-08-01,2024-12-31,SP400
WYND,2018-05-31,2024-12-31,SP400
X,2014-09-30,2025-06-24,SP400
XEC,2020-02-27,2021-10-05,SP400
XLS,2014-09-30,2015-05-29,SP400
XPO,2014-09-30,2024-12-31,SP400
XRAY,2024-04-03,2024-12-31,SP400
XRX,2021-03-22,2023-09-18,SP400
Y,2014-09-30,2022-10-20,SP400
YELP,2018-12-12,2022-06-21,SP400
YETI,2021-01-21,2024-12-31,SP400
ZBRA,2014-09-30,2019-12-13,SP400
ZD,2014-09-30,2024-09-23,SP400
ZI,2023-06-19,2024-12-31,SP400
ZION,2024-03-18,2024-12-31,SP400
